Publication Number,Patent Type,Pages of Document,Count of Current Assignees,Count of Inventors,Main IPC Section,Simple Family Count,Simple Family Cited by Count,Legal Status & Events,Simple Legal Status,Patent Valuation
TH149880A,Applications,2,1,2,A,1,0,Published,Pending,3200
TH168750A,Applications,1,1,3,C,1,0,Published,Pending,3200
TH145386A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH151243A,Applications,3,1,1,A,2,0,Examining,Pending,3200
TH169719A,Applications,2,1,6,B,1,0,Examining,Pending,3200
TH167245A,Applications,1,1,2,A,1,0,Examining,Pending,3200
TH170863A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH156933A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH167670A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH170542A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH126300A,Applications,2,1,1,B,1,0,Withdrawn,Inactive,3200
TH165731A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH147917A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH158964A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH156981A,Applications,2,2,4,B,1,0,Published,Pending,3200
TH160557A,Applications,1,1,2,B,1,0,Examining,Pending,3200
TH149167A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH149488A,Applications,2,1,2,C,1,0,Published,Pending,3200
TH168713A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH166118A,Applications,1,1,4,B,1,0,Published,Pending,3200
TH148501A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH149228A,Applications,1,1,12,C,1,0,Published,Pending,3200
TH160493A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH168477A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH143240A,Applications,2,1,2,C,1,0,Examining,Pending,3200
TH164811A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH160777A,Applications,2,1,3,B,1,0,Withdrawn,Inactive,3200
TH157366A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH163244A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH153080A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH170620A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH157729A,Applications,2,1,8,B,1,0,Examining,Pending,3200
TH146582A,Applications,2,1,4,A,1,0,Published,Pending,3200
TH146966A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH166153A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH160888A,Applications,2,1,5,B,1,0,Examining,Pending,3200
TH161453A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH147864A,Applications,1,1,2,B,1,0,Published,Pending,3200
TH160918A,Applications,2,1,2,A,1,0,Published,Pending,3200
TH165348A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH163120A,Applications,2,1,2,B,1,0,Withdrawn,Inactive,3200
TH169627A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH160497A,Applications,2,1,2,A,1,0,Published,Pending,3200
TH166353A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH163024A,Applications,2,1,6,B,1,0,Examining,Pending,3200
TH158397A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH166216A,Applications,2,2,1,B,1,0,Examining,Pending,3200
TH151469A,Applications,1,1,8,B,1,0,Examining,Pending,3200
TH161317A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH166478A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH90593A,Applications,1,2,2,B,1,0,Examining,Pending,3200
TH148294A,Applications,1,2,2,C,1,0,Examining,Pending,3200
TH150091A,Applications,2,1,5,F,1,0,Examining,Pending,3200
TH157502A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH169764A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH148729A,Applications,1,1,22,C,1,0,Published,Pending,3200
TH159029A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH166581A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH168055A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH170432A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH144984A,Applications,6,1,2,C,1,0,Examining,Pending,3200
TH160565A,Applications,1,1,1,B,1,0,Withdrawn,Inactive,3200
TH167316A,Applications,2,1,2,B,1,0,Granted,Active,3200
TH163107A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH134793A,Applications,1,1,1,A,2,0,Examining,Pending,3200
TH160689A,Applications,2,-,-,F,1,0,Published,Pending,3200
TH154633A,Applications,2,1,5,B,1,0,Examining,Pending,3200
TH160147A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH159870A,Applications,2,2,2,B,1,0,Published,Pending,3200
TH162181A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH156923A,Applications,1,1,2,B,1,0,Published,Pending,3200
TH157741A,Applications,1,1,3,B,1,0,Published,Pending,3200
TH137325A,Applications,2,1,2,B,1,0,Withdrawn,Inactive,3200
TH166913A,Applications,2,2,2,B,1,0,Examining,Pending,3200
TH136395A,Applications,2,2,3,B,1,0,Examining,Pending,3200
TH150865A,Applications,2,2,2,B,1,0,Examining,Pending,3200
TH150143A,Applications,1,1,2,C,1,0,Withdrawn,Inactive,3200
TH147653A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH168759A,Applications,1,1,2,A,2,0,Examining,Pending,3200
TH152309A,Applications,2,1,2,B,1,0,Withdrawn,Inactive,3200
TH162697A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH148765A,Applications,1,1,4,A,1,0,Published,Pending,3200
TH159948A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH154193A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH169767A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH170377A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH168621A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH160773A,Applications,2,1,3,B,1,0,Withdrawn,Inactive,3200
TH162628A,Applications,1,2,2,B,1,0,Published,Pending,3200
TH150782A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH162248A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH163212A,Applications,2,1,6,B,1,0,Examining,Pending,3200
TH146904A,Applications,1,1,2,C,1,0,Withdrawn,Inactive,3200
TH11880U,Utility models,2,1,2,B,1,0,Granted,Active,3200
TH163954A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH157074A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH158258A,Applications,1,1,1,F,1,0,Granted,Active,3200
TH150615A,Applications,2,2,4,B,1,0,Examining,Pending,3200
TH167480A,Applications,2,1,2,C,1,0,Examining,Pending,3200
TH160188A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH170727A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH154792A,Applications,1,1,4,A,1,0,Examining,Pending,3200
TH165660A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH169861A,Applications,1,2,8,C,1,0,Examining,Pending,3200
TH120997A,Applications,1,2,4,G,1,0,Examining,Pending,3200
TH162192A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH145071A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH163119A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH169661A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH156105A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH123114A,Applications,1,-,4,C,1,0,Examining,Pending,3200
TH151257A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH170736A,Applications,1,1,2,A,1,0,Examining,Pending,3200
TH156578A,Applications,1,1,5,B,1,0,Published,Pending,3200
TH153125A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH149949A,Applications,2,1,2,A,1,0,Published,Pending,3200
TH146187A,Applications,2,1,4,C,1,0,Examining,Pending,3200
TH164824A,Applications,2,1,5,A,1,0,Examining,Pending,3200
TH156980A,Applications,2,1,5,A,1,0,Examining,Pending,3200
TH146079A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH165338A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH160700A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH152392A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH161421A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH164195A,Applications,1,1,3,B,1,0,Examining,Pending,3200
TH107196A,Applications,2,2,2,H,2,0,Examining,Pending,3200
TH149798A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH156840A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH146576A,Applications,2,1,2,A,1,0,Published,Pending,3200
TH160822A,Applications,2,-,-,B,1,0,Published,Pending,3200
TH163434A,Applications,2,-,2,B,1,0,Examining,Pending,3200
TH155986A,Applications,2,1,2,C,1,0,Examining,Pending,3200
TH161386A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH126393A,Applications,2,2,5,B,1,0,Withdrawn,Inactive,3200
TH168612A,Applications,1,1,2,B,1,0,Examining,Pending,3200
TH169721A,Applications,2,1,3,B,6,2,Granted,Active,3200
TH147475A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH162092A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH146950A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH170626A,Applications,2,1,1,F,2,0,Examining,Pending,3200
TH148391A,Applications,1,1,1,B,1,0,Examining,Pending,3200
TH9847U,Utility models,2,1,1,B,1,0,Granted,Active,3200
TH146538A,Applications,2,2,2,B,1,0,Published,Pending,3200
TH158303A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH166349A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH148315A,Applications,1,1,4,A,1,0,Published,Pending,3200
TH159438A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH149676A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH161323A,Applications,2,1,3,B,1,0,Withdrawn,Inactive,3200
TH137097A,Applications,1,1,5,B,1,0,Examining,Pending,3200
TH170511A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH157046A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH170716A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH166169A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH161468A,Applications,1,-,8,B,1,0,Examining,Pending,3200
TH149645A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH167555A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH166508A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH112875A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH155615A,Applications,1,1,5,B,1,0,Examining,Pending,3200
TH150574A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH152606A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH169355A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH148730A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH169358A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH162081A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH146580A,Applications,2,1,4,A,1,0,Published,Pending,3200
TH170459A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH169614A,Applications,1,2,2,C,1,0,Published,Pending,3200
TH134910A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH160696A,Applications,1,1,3,B,1,0,Examining,Pending,3200
TH157723A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH168607A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH159549A,Applications,2,-,-,B,1,0,Published,Pending,3200
TH169311A,Applications,1,1,3,C,1,0,Published,Pending,3200
TH163363A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH146965A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH168467A,Applications,2,1,7,B,1,0,Published,Pending,3200
TH155060A,Applications,2,2,2,B,1,0,Published,Pending,3200
TH146069A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH164772A,Applications,2,2,2,F,1,0,Withdrawn,Inactive,3200
TH147833A,Applications,1,1,2,C,1,0,Withdrawn,Inactive,3200
TH169636A,Applications,2,1,1,F,1,0,Published,Pending,3200
TH135169A,Applications,1,1,4,C,2,0,Examining,Pending,3200
TH149722A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH11242U,Utility models,3,2,2,B,1,0,Granted,Active,3200
TH165208A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH162708A,Applications,2,1,4,A,1,0,Withdrawn,Inactive,3200
TH154217A,Applications,2,2,2,F,1,0,Examining,Pending,3200
TH94290A,Applications,1,1,1,A,1,0,Examining,Pending,3200
TH117376A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH169660A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH152816A,Applications,1,1,8,C,1,0,Examining,Pending,3200
TH148086A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH149881A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH169637A,Applications,2,1,1,F,1,0,Published,Pending,3200
TH158300A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH163029A,Applications,1,1,1,B,1,0,Examining,Pending,3200
TH164112A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH169406A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH162247A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH157675A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH134020A,Applications,1,1,2,C,2,0,Examining,Pending,3200
TH159890A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH170510A,Applications,1,1,3,C,1,0,Published,Pending,3200
TH156050A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH169681A,Applications,2,1,3,C,1,0,Published,Pending,3200
TH166738A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH154606A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH158435A,Applications,2,1,4,B,1,0,Granted,Active,3200
TH170625A,Applications,2,1,1,F,2,1,Examining,Pending,3200
TH157412A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH159550A,Applications,2,-,10,B,1,0,Published,Pending,3200
TH166496A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH169686A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH169688A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH154090A,Applications,1,1,4,C,1,0,Examining,Pending,3200
TH152945A,Applications,2,1,4,A,1,0,Published,Pending,3200
TH146726A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH162169A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH11075U,Utility models,2,1,2,B,1,0,Granted,Active,3200
TH171351A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH171412A,Applications,1,1,2,A,1,0,Published,Pending,3200
TH171367A,Applications,1,2,2,C,1,0,Examining,Pending,3200
TH171468A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH171467A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH171464A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH171529A,Applications,1,1,2,B,1,0,Published,Pending,3200
TH171961A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH172308A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH172400A,Applications,1,1,2,A,1,0,Published,Pending,3200
TH172445A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH172365A,Applications,1,2,2,C,1,0,Examining,Pending,3200
TH172414A,Applications,2,1,3,A,1,0,Published,Pending,3200
TH172611A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH172624A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH172580A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH172615A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH173037A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH173027A,Applications,1,2,3,C,1,0,Examining,Pending,3200
TH173029A,Applications,1,2,3,C,1,0,Examining,Pending,3200
TH173032A,Applications,1,2,3,C,1,0,Examining,Pending,3200
TH173028A,Applications,1,2,3,C,1,0,Examining,Pending,3200
TH173478A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH173505A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH173525A,Applications,1,2,20,A,1,0,Published,Pending,3200
TH173460A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH173677A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH173680A,Applications,2,2,6,B,1,0,Examining,Pending,3200
TH173585A,Applications,2,1,1,F,1,0,Published,Pending,3200
TH173774A,Applications,2,3,2,F,1,0,Examining,Pending,3200
TH173649A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH174222A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH173882A,Applications,2,1,5,B,1,0,Examining,Pending,3200
TH174301A,Applications,2,1,6,B,1,0,Examining,Pending,3200
TH173903A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH174355A,Applications,1,1,2,A,1,0,Published,Pending,3200
TH174328A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH174350A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH174561A,Applications,2,1,3,A,1,0,Withdrawn,Inactive,3200
TH174578A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH174529A,Applications,2,1,1,B,1,0,Examining,Pending,3200
TH174597A,Applications,1,1,4,C,1,0,Published,Pending,3200
TH174913A,Applications,2,1,8,B,1,0,Published,Pending,3200
TH174875A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH174964A,Applications,2,1,3,F,1,0,Published,Pending,3200
TH174995A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH175107A,Applications,1,1,2,A,1,0,Published,Pending,3200
TH175078A,Applications,2,1,4,F,1,0,Examining,Pending,3200
TH175526A,Applications,2,2,2,C,1,0,Published,Pending,3200
TH175732A,Applications,2,1,3,A,1,0,Published,Pending,3200
TH175755A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH175810A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH175751A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH175807A,Applications,2,1,3,B,1,0,Withdrawn,Inactive,3200
TH175662A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH175874A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH175931A,Applications,2,1,3,B,1,0,Withdrawn,Inactive,3200
TH175934A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH175833A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH175828A,Applications,2,2,1,B,1,0,Published,Pending,3200
TH175917A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH175894A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH176246A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH176262A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH176258A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH176252A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH176266A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH176311A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH176367A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH176376A,Applications,2,2,2,A,1,0,Published,Pending,3200
TH176510A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH176599A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH176440A,Applications,2,1,2,B,1,0,Examining,Pending,3200
TH176460A,Applications,1,1,11,C,1,0,Published,Pending,3200
TH176509A,Applications,1,1,3,C,1,0,Published,Pending,3200
TH176493A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH177032A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH177034A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH176929A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH176958A,Applications,2,1,3,B,1,0,Examining,Pending,3200
TH176873A,Applications,1,1,15,A,1,0,Published,Pending,3200
TH176898A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH177132A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH177236A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH177099A,Applications,2,1,6,B,1,0,Published,Pending,3200
TH177096A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH177059A,Applications,1,2,2,C,1,0,Examining,Pending,3200
TH177061A,Applications,4,2,2,F,1,0,Examining,Pending,3200
TH177157A,Applications,2,1,2,A,1,0,Examining,Pending,3200
TH14030U,Utility models,3,1,2,B,1,0,Granted,Active,3200
TH177322A,Applications,2,1,3,C,1,0,Published,Pending,3200
TH177253A,Applications,1,1,3,C,1,0,Examining,Pending,3200
TH177334A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH177443A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH177363A,Applications,2,1,1,B,1,0,Published,Pending,3200
TH177385A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH177549A,Applications,2,2,1,B,1,0,Published,Pending,3200
TH177456A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH177379A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH177508A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH177847A,Applications,1,1,2,C,1,0,Examining,Pending,3200
TH177835A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH177927A,Applications,1,1,2,C,1,0,Published,Pending,3200
TH177885A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH177867A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH178125A,Applications,2,1,5,B,1,0,Published,Pending,3200
TH178115A,Applications,2,1,4,B,1,0,Examining,Pending,3200
TH178113A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH178465A,Applications,2,1,2,F,1,0,Examining,Pending,3200
TH178438A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH178550A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH178543A,Applications,1,1,3,C,1,0,Published,Pending,3200
TH14135U,Utility models,2,1,2,B,1,0,Granted,Active,3200
TH178568A,Applications,2,2,2,B,1,0,Published,Pending,3200
TH178567A,Applications,3,1,5,F,1,0,Examining,Pending,3200
TH178618A,Applications,2,1,6,B,1,0,Examining,Pending,3200
TH178629A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH179175A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH179830A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH179699A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH179142A,Applications,2,1,3,F,1,0,Examining,Pending,3200
TH179673A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH179784A,Applications,1,1,2,A,1,0,Published,Pending,3200
TH179523A,Applications,1,1,16,C,1,0,Published,Pending,3200
TH179080A,Applications,2,1,2,F,1,0,Published,Pending,3200
TH179684A,Applications,2,1,4,B,1,0,Published,Pending,3200
TH179758A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH180205A,Applications,2,1,2,B,1,0,Published,Pending,3200
TH179520A,Applications,1,1,8,C,1,0,Examining,Pending,3200
TH179176A,Applications,1,1,4,B,1,0,Published,Pending,3200
TH179198A,Applications,2,1,3,B,1,0,Published,Pending,3200
TH179147A,Applications,2,2,2,B,1,0,Examining,Pending,3200
